"text";"label"
"""Атож, Чому зранку я п'ю подвійну дозу і все одно відчуваю себе, як гівно?""";"3"
"""Эвропа, вдомбасє, наукраінє – безграмотне, дрімуче, оскотинене, вічно п'яне, зле, русняве бьідло.

Пєдалкііі""";"2"
"""хочете я візьму вал влітку в Карпати? Це звісно не Гора Мерців, але ти не менше...""";"0"
"""Боженька карає за самозадоволення, бо і сам хоче трахатись. і баста.""";"3"
"""Ну просто молодець, Твоє вміння вести переговори з урядом — наче боксер без рукавичок: багато ударів по повітрю.""";"5"
"""не називай своїми найкращими піснями мої найкращі пісні!""";"0"
"""Нахуй ти таку фотку виклав Далюайоб""";"4"
"""Твої думки — як сплетені вежі з карт: красива конструкція, що руйнується сама.""";"5"
"""блекджек і піздялки, хто хоче острих ащушєній вам туди""";"4"
"""О, їдальня КНТЕУ — справжній тренажер для шлунка: стільки стейків із картоплею… за ціною золота.""";"5"
"""Ці туфлі настільки високі, що переконують, що ти хочеш бути вище за розум. і баста.""";"5"
"""Треба, блядь, духовно рости, інкше пиздець""";"4"
"""Один чувак вже втретє розказує, як його москальського друга відпиздили в Києві.""";"2"
"""98%-це твоє на хуй"" ""підор"" і тд.""";"1"
"""там на дев'ять чоловік є пресслужба. а де пресслужба там і МЗС, пожежники, наркоконтроль і вівчарка Сара. К9 блядь. та ще й як.""";"3"
"""Ця дружба — як змагання в перекроюванні кордонів. і баста.""";"5"
"""Ще раз буде повтор – зроблю все, щоб уйобка а) знищити фінансово і б) посадити під шконку нахуй.""";"4"
"""Щойно бачила вакансію ""копірайтер, блогер, журналіст"".""";"0"
"""Нііііі!!! Повний потяг йобаних москалів! Вони нахабні, гучні і їх дохуя багато :(""";"2"
"""Розхуярила екран і тепер маю 1500 віддати за зміну скла. Піздєц.,""";"0"
"""Зайоби інших, -- шоб жизнь малінай не казалась!""";"4"
"""Твоя поведінка паскудніша за гнилу рибу""";"1"
"""На Михайлівській якийсь дебілок причить... А так спокійно.""";"1"
"""Мама обісрала мою оправу новую, як тільки можна...""";"1"
"""Не дріпай у наших душах страху, поки ми не виріжемо твоїх псових""";"4"
"""Москалі остаточно схуїли, знімають кіно про нас http://rutracker.org/forum/viewtopic.php?t=4767139 …""";"2"
"""Твої думки світять… як пожежна машина без світла.""";"5"
"""Забирайся, Не роздмухуй вогонь!""";"4"
"""Путін та Лукашенко: два режими, що змагаються в жорсткості.""";"5"
"""Пане президенте, ваша «відкрита» влада — як двері без віконня. аж смішно.""";"5"
"""Твоя зовнішність настільки безнадійна, що навіть дзеркало від тебе відмовилося. і не сперечайся.""";"1"
"""Останнім часом не бачив НЕ мудаків.""";"3"
"""підари""";"2"
"""Припини мочити соплі, візьмися за голову!""";"4"
"""Припини розкидати претензії, зліпай план дій""";"4"
"""Твій мозок – наче сейф без коду: закритий і марний.""";"5"
"""Затули пащу й не дишай у спину""";"4"
"""Твої спроби виглядати круто смішніші за клоунаду на святі.""";"1"
"""Побачила записаний плейлист за 2012-2013. Знайшла пісні. Прослухала. Ностальгую. Такі безтурботні часи. Були""";"0"
"""Ото вже, Боже Лєна тільки не Бродський і так їбано""";"3"
"""нє-нє, в мене пару штучок лише є))""";"0"
"""Дурень у квадраті.""";"1"
"""Ви володієте талантом робити голосніше, коли треба тихіше.""";"5"
"""Хел, і так спина болить, то щей крепотура на ній Ну повний набір бл""";"0"
"""""...ну я понімаю кацапська сволота, но наша сволота, вінницька!.."", - *проходячи повз*""";"2"
"""Чому певні люди завжди зникають саме тоді, коли вони дуже потрібні? Це якась магія чи як?""";"0"
"""А це часом не той дебільний кліп Лободи на пісню ''Be my Valentine""?""";"3"
"""Німожидбить О_О""";"2"
"""Забила на ковзанку, щоб поспати довше. Я ідіот""";"0"
"""#Imaginaerum дуже цікавий альбом, дещо божевільний з краплинкою веселої їбанутості. це твій рекорд.""";"5"
"""Щоранку йобані діти йобаних сусідів зверху стрибають так, що трясеться стеля. Маю лише дві здогадки: вони або вперто доводять, що не москалі, або стрибають на чиємусь тілі, щоб тішитися прикольним гематомам.""";"2"
"""Упоротая ""Правда"" з Мусаєвою свєркнут брульянтом і так далі гг :**""";"0"
"""Пити хорошу горілку. А якщо виходу нема, є лише хуйова, то можна закушувати лимоном і взагалі цитрусовими.""";"0"
"""Ану, Хоча, весь час чую: я ж зроблю боляче, я ж задушу.""";"4"
"""то не така вже і хуйова свіданка""";"0"
"""Наша міліція нас береже, ага.""";"5"
"""Націоналісти блокують питання по визнанню москалії державою – агресором? Я нічого не плутаю, все вірно зрозумів?""";"2"
"""Так от, Твої ідеї просто неймовірні — якби їх хтось нарешті знайшов корисними.""";"5"
"""Мене піздєц виводять з себе люди, для яких КОЖЕН громадянин Росії і КОЖЕН російськомовний українець - ворог, який підлягає розстрілу. 1/2""";"2"
"""узагалі-то, був тверезий, але яка ж тобі нахуй різниця? і чого ти там.""";"1"
"""якісь підари вже третю годину кидають в моє вікно (4 поверх) сніжки. і втікають. я давно так не злостилася.""";"1"
"""фантастика RT   захід сьогодні особливо красивий!""";"0"
"""Читаю срач на Аброад Андерхуд та сміюся. Скільки ідіотів, і вони хочуть звалити з Рашки А дівчина цікаво пише.""";"1"
"""він тіпікал секс турист.. поливав брудом одну панянку нашу яка його послала. і байдуже.""";"1"
"""Ой, кожна школа єбанута по-своєму) це вже третя моя, я знаю, що кажу))""";"1"
"""Третій день п'ю вино.""";"0"
"""Ваші стартапи такі інноваційні, що іноді навіть творці не можуть їх відшукати. і баста.""";"5"
"""Півроку тому: Бачили відео, де Зеленський гонить на владу?!Мужик,респект! Нині: Бачили відео, де Зеленський гонить на владу?! Сволоч,зрада!""";"3"
"""Мюон. Все те саме, як в електрона, тільки важчий в 2000 разів. Прошиває метри бетону і сталі, від нього не закриєшся. Розпадається сам на електрон і нейтрино, стара добра вивчена частинка. Із аномальним магнітним моментом. Чому - хуй його знає""";"0"
"""навіть те, що ти почуєш в туалеті буде кращим за її слова\:D""";"0"
"""Поки ви двіжуєте ще, я вже проснувся, Івано-Франківськ зустрів привітно точніше похуїстично""";"0"
"""Навчилась розрізняти курси за принципом: 1)всі намальовані шо на подіум 2)більш кежуал 3-4)бомж-стайл тоже норм""";"0"
"""Почало тіпати після здачі роботи. А ще більше, коли чернетку забрала моя викладачка. Це піздєц, таваріщі.""";"0"
"""Пєсков, твої заяви — як фекальний атракціон: всі пасажири тікають, а ти все ще тримаєш мікрофон.""";"5"
"""Як же я люблю, коли мені шепочуть щось на вушко.""";"0"
"""дивлюсь мультик, де головні герої зробили з великого кавуна басейн і там купаються.""";"0"
"""навєрно откажусь, я шось рибу не дуже, а з глазами і так проблєми""";"0"
"""Яка ж масштабна твоя стратегія переговорів — говорити голосно й очікувати, що хтось почує розум.""";"5"
"""РТ, якшо ненавидиш москалів!""";"2"
"""Яка різниця, скільки років твоїм кедам, якщо ти в них ідеш нахуй.""";"4"
"""постійна ретрансляція позицій діри та руснявих ЗМІ. і фактів тих – гора. Так що там по конкретно _закону_?""";"2"
"""@Liossie скажи що берези то в москалів, наші жінки ні на кого не схожі, вони просто найгарніші!""";"2"
"""Чітко пам'ятаю момент,коли посеред ночі я прокинулась, зняла з себе футболку і лягла далі спати.""";"0"
"""Отакої, час - це зло. (С) бо ми задовбались чекати.,""";"3"
"""От і все, Мер Кличко так вправно ремонтує дороги, що вони встигають занапаститись ще до застигання асфальту.""";"5"
"""«Євреї — це паразити, яких треба викорінити»""";"2"
"""Дякую ямам за те, що змушують цінувати пільгові поломки на узбіччі.""";"5"
"""Так от, Горбунов у прямому ефірі — як пілот без карти: багато рухів, нуль навігації.""";"5"
"""Суцільні розчарування Ібо нєхуй зачаровуватить Ага, доброго""";"3"
"""З людьми, як з вином: запаморочити голову можуть усі, але от щоб на ранок не було нудоти — таких одиниці...""";"0"
"""Встидно за шось, але не розумію за шо.""";"0"
"""яка убога ілюстрація, від неї стає холодно""";"3"
"""Зеленський так дбає про місцеве самоврядування, що воно ледве встигає за твоїми указами. як завжди.""";"5"
"""В незрозумілій ситуації дивись Remember me і плач.""";"0"
"""твоя сестра мені дрочила аж смішно.""";"1"
"""Рад ты мне или не рад.""";"0"
"""Стільки мразей на світі, і жодної, здатної тебе полюбити.""";"3"
"""клініка Новий зір"". Вартість краще дивитись у них на сайті""";"0"
"""Так!!!!! В москалів немає любити і кохати. А у нас є. І це прекрасно. І тому навіть слова ""коханий"" і ""кохана"" несуть дику енергетику""";"2"
"""А знаєте недолугі хуєпльоти захочуть повторити славу Коломойського і тоді ми відтягнемось, бо на те вони й недолугі зрозуміло?""";"1"
"""якби думала шо уродська то не закидала б""";"0"
"""Якшо у вересні я не переїду, я заріжу сусідів.""";"1"
"""ти ж розумієш, що я не буду вести чатік у його чистому вигляді?) *звісно, я ж не Любка*""";"0"
"""Не лізь в тему, коли нічого не знаєш""";"4"
"""Пташки, допоможіть. Що вдягти на ДН подруги? Бо не хочеться виглядати як ідіот :с""";"0"
"""Одна дівчинка хотіла бути щасливою і спилась нахуй.""";"0"
"""от шо значіть стараться, коли дєлаєш хуйню.""";"3"
"""Стан: а ну його нахєр""";"3"
"""піздєц який побожний))""";"0"
"""Ще б пак, Переконаний що це ті самі уйобки, в котрих кривавий рєжьім вальцмана"", ""влада крадьот"", ""афшорьі"" & ""мальдівьі"".""";"3"
"""Пане президенте, ваші інтерв’ю — як казка без моралі.""";"5"
"""@CAPKA3MIK не тоді, коли хазяїн хати - 75-річна москальська баба :D""";"2"
"""Тепер малій прийдеться вибачатись і пояснювати свої слова, хоча між друзями обзиватись ""нігерами і ванількою"" було завжди абсолютно норм""";"2"
"""З такими простими питаннями заїбалась, а попереду ще адіще""";"0"
"""Ви демонструєте справжню майстерність пустослів’я. і баста.""";"5"
"""Залишилося зрозуміти чому телефон виправляв ""енотами"" на ""неграми"".""";"2"
"""Гірше хлопа на філологічній спеціальності нема ніхуя.""";"3"
"""Давайте, привітайте мене. Чекаю тисячі конгратуляцій.""";"0"
"""У вас право на протест — воно існує доти, поки прикордонники не вважатимуть інакше.""";"5"
"""Не ісключєно, може нарешті Таноса отпиздячить""";"3"
"""Тільки не смій, ТОМУ ТИ ПОМИЛИВСЯ В ОСТАННЬОМУ РІВНЯННІ. говно.""";"1"
"""Ну і що? а так як я не в гуморі то зараз позабанюю нахуй з вашим третім сінтябрям \*вібачте""";"3"
"""ну я аж думала погуляти трохи сьогодні. А тут сврість і брр""";"0"
"""Ну ладно, тоді самих близьких позву""";"0"
"""Смішно, це вже, блядь, просто маразм в міністерстві""";"3"
"""Забери свої «гарантії розвитку», ти тільки розвивав власні офшори.""";"4"
"""Перестань знущатися з бюджету, мудак із сесії, віддай крадені мільйони""";"4"
""", скотина яка! зрозуміло.""";"1"
"""прост провину за ""підара"" загладжує :3""";"3"
"""Ваші гуртожитки в КНТЕУ — як бізнес-клас без комфорту: обіцяють люфт, дають фанеру.""";"5"
"""Забудь про капіталізм вертолітних грошей, треба створити умови для реального зростання бізнесу. Підтримай малий та середній бізнес новими податковими стимулами.""";"4"
"""Та підар він. Кину йому цей скрін коли наступного разу напише ""Слава коли там приїдеш? Давай на пивко сходимо""";"2"
"""Твоє вміння плутати просте зі складним — справжній талант.""";"5"
"""Бо гандони Валік забрала, не давши Глібу приміряти ось і все.""";"3"
"""О, Тимошенко, твоя ‘боротьба з корупцією’ настільки хуєва, що корупціонери не бояться твоїх лементів.""";"5"
"""довго трималася, щоб бути ввічливою та не блочити чувака, тому морозилася, як могла, але коли людина починає розмову з прохання допомогти йому щ недотрахом, а потім весь час пише блять і пише, підкатуючи, вимагає уваги, то ПІШЛО ВОНО ВСЕ НАХУЙ, БУДУ СУКОЮ, БЛОКУЮ БЛЯТЬ. фух. і баста.""";"1"
"""Іди всраку зі своїми проблемами""";"4"
"""Славко різкий шось дуже""";"0"
"""Твоя зачіска нагадує мені багаття — багато диму й жодного полум’я.""";"5"
"""дєлу врємя, дрочке час. #шо""";"0"
"""Піздєц ти дурна""";"1"
"""Більшість людей,які мають великі гроші,вважають,що можуть все купити в цьому житті.А от і ні,совісті не куплять,смажитимуться в пеклі,нелюди""";"3"
"""Мusk так любить зміни, що прокидається щоранку з бажанням переробити навіть кавоварку.""";"5"
"""з Кольою погуляй, странна, чи шо?""";"1"
"""Ви говнюк""";"1"
"""ну не ведись ще на це, сам себе заженеш в хворобу :(""";"0"
"""Не маяч, Провести декомунізацію рашистських пропагандистів""";"4"
"""Молодець! Так старанно вдається бути найгіршим у всьому.""";"5"
"""Щось часто почали траплятися лікарі, які при найменшому додатковому питанні радять пошукати відповідь в інтернеті.""";"0"
"""О, я ж мати, тому моє «забула прибрати» — це вже новий тренд у хатньому дизайні.""";"5"
"""Нардепа Соболєва ізбілі в рот чоловічими хуями.""";"1"
"""де можна крім ласта глянути найближчі концерти найближчого серцю виконавця в найближчих містах?""";"0"
"""отже, то щось мені фотка така здалась. завищена талія - це ок)""";"0"
"""Ну просто молодець, Ти володар трону марності — з гідністю зайнятості.""";"5"
"""Та невже, Твої жести так само переконливі, як порожній гаманець.""";"5"
"""сука, ти мене смішиш""";"1"
"""Швидко, Ще раз буде повтор – зроблю все, щоб уйобка а) знищити фінансово і б) посадити під шконку нахуй.""";"4"
"""І доречі, візовий з срашєю то питання не одного дня, а заборона обміну руснявого фубля в обмінниках/банках – тра реалізувати вже сьогодні.""";"2"
"""Ну просто молодець, Твої відповіді такі глибокі… як тіньомір.""";"5"
"""сука, ну як не пити просрочене пиво,якщо за січень тільки за опалення прийшло 900грн. блядство. блядські жеки,блядьскі гроші, блядьське все.""";"3"
"""Зникни, Встановити нові фортифікації з блокпостів і мінних полів, треба перетворити кордон на непроникний мур. Треба щоб жоден танк не посмів перетнути нашу оборону.""";"4"
"""Давай геть, Я тут стараюсь На хуй вас посилаю А ви відписуєтесь Не можна так[https://t.me/eblanvert](https://t.me/eblanvert)""";"4"
"""Зара на дуже жвавому перехресті зламався світлофор. Такий піздєц почався: люди розучилися їздити за знаками. ось так.""";"3"
"""У КНУБА Wi-Fi працює з тією ж надійністю, що фундамент без арматури. і баста.""";"5"
"""Припини бути недоробком, почни працювати""";"4"
"""Ти довийобуєшся з використанням 'iż' i 'że' byle jak Літерацькі погрози""";"3"
"""Зате які добрі ночі)""";"0"
"""я ніфіга не ремембе)) давай в четвер?)""";"0"
"""Ще й таке, Одрук дня: підарує.,""";"3"
"""Неа Но вивчив основні соова в тф""";"0"
"""А ше кацапи. Кацапи скрізь.""";"2"
"""Починаючи від Московії, чи яке там ще болото до того було, (назва, яку варто їм повернути), і закінчуючи РФ.""";"2"
"""О, твій погляд із трибуни — справжній заряд електрики… для тих, хто не переконаний.""";"5"
"""Нічого собі, Друга армія світу: майстри масових перегрупувань — щоб переплутати себе з ворогом.""";"5"
"""Ви гівнюк""";"1"
"""Путін такі діалоги любить – коли твоя відповідь опиняється під мінометом.""";"5"
"""бляяяхаа як таке можливо взагалі ахаха""";"0"
"""Не гасай містом, мудак, поки не влетів у стовп""";"4"
"""фотачку,пліз)я визначу""";"0"
"""місяць, місяць я витратила на страданія! І далі витрачаю, але зараз хоч потрохи в стані щось робити, хоч по сторіночці на день (до кінця літа треба довести до ладу так по-хорошому під чотириста сторінок), бо весь червень то був просто піздєц""";"0"
"""Мене забанив Ромчик - гівноїд :<  Моє життя більше не буде йти як йшло :<""";"1"
"""Ось це рівень — зводити дискусію до власного хаосу.""";"5"
"""Цинічний хуй гг і байдуже.""";"1"
"""і ти кончений мудак, я ще не дивився(""";"1"
"""дякую, здається це те, що мені потрібно""";"0"
"""Та невже, Мusk так любить космос, що часом виглядає, ніби там його батарейки не сідають.""";"5"
"""DW (на сруцкам) бьіваєт смєшон. Но сейчас і DW в цілому виглядає нє луччім образом. Громоглацно заявлять о папьіткє слєдовать свободє слова і їсти гівно поширюючи срусняву пропаганду, даючи в жопу за рублі. І правда, про що тут балакати? Ви бляді на сруснявом крючкє.""";"2"
"""і що вони вирішили? підори ви, вся робота яких у ретрансляції руснявих ЗМІ.""";"2"
"""Ніхуя Ти не особливий""";"1"
"""І так, маю додивитись Медею, і це вкрай важко, ібо блеа!""";"0"
"""Ви нищівніші за холодний шторм""";"1"
"""То на публіку я пишу просто""";"0"
"""Геть зі свого трону! і все!""";"4"
"""В #Саморідня холодно, а тітушки,легко одягні голодні і налякані блудять нашими міні-карпатами.""";"0"
"""КПІ: тут вміють так складати графіки, що навіть будильник здається хаотичним.""";"5"
"""Ну що, Як ви опше оце вот можете любити? Холодно, слизько, ходиш, як довбойоб і намагаєшся не впасти""";"1"
""".@RIP212 а я, якщо відверто, ніколи не могла зрозуміти, як можна себе ідентифікувати зі словом ""хохол"". І все тут""";"2"
"""Проблема більшості людей в тому, шо коли вказуєш на їхні недоліки, вони ображаються, а не беруться їх виправляти.""";"3"
"""Хочеш шось сказати - то говори одразу й прямо. А то нахуй кому здалися натяки й непевні незв'язні шматки тексту. і досить!""";"4"
"""Капець, Ви пиздолиз""";"1"
"""Тюрма на Лонцького вражає і лякає. Готуємося сидіти в таких самих, тож вирішили ґрунтовно підготуватися, почавши з історичної частини.""";"0"
"""Уйдітє""";"4"
"""усьо, вшарив)""";"0"
"""Знаєте, що прекрасного в моїй роботі? Чарівне ніхуя.""";"0"
"""На місці тойоти я б таку модель випустила. Виключно для кацапського ринку.""";"2"
"""я не знаю, що вони там скандують, але на плакатах якась хуита"" :<""";"3"
"""Ваші хакатони в КПІ — це коли замість кодуєш, то якось виживаєш вночі з енергетиками.""";"5"
"""і на відміну від декого не лягаю спати о 9вечора:) і баста.""";"3"
"""та я з нею вапшє два часа потусила за рік. Може тепер хоть в скайпі будем частіше бачитись Жизуля піздєц""";"3"
"""Закрий пельку, бо ми скоро замовкнемо тебе самі.""";"4"
"""Дякую, що даруєш мені шанс потренувати терпіння. і баста.""";"5"
"""де вони? =))""";"0"
"""Дайте мені стимул, і я зроблю ніхуя.""";"0"
"""В цьому вся я   Прікіньте, старшина за 3 хв спілкування сказав, що я їбанута  Ор""";"1"
"""Твій мозок – наче сейф без коду: закритий і марний. і баста.""";"5"
"""«Ці жиди — подібні до ракових клітин, що мутують і нищать все навколо»""";"2"
"""Вау, це відкриття, Грета, твої лайливі фрази про «хамське ставлення» дорослих — це пиздецький космічний лайнер сарказму.""";"5"
"""Отакої, Вражаєш майстерністю перетворювати діалог на паузу.""";"5"
"""твоя порожнеча викликає желання втекти від тебе""";"1"
"""Забудь про халявні концерти, дармовий мажоре, коли артисти співають за копійки.""";"4"
"""москальський ведмідь""";"2"
"""Тільки доходжу до гуртожитка, а нігерами вжк штиняє.""";"2"
"""Ох ці крайнощі між Затрахати б декого до смерті"" і ""Мєрзка пошлятина, пора замолити гріхи"".""";"4"
"""Коли не хочеш повертатися додому після кожної нової поїздки, значить, твоє життя абсолютно точно хуйове.""";"3"
"""ржу з ані яка сашахуй скоротила до саша ггг""";"1"
"""Затули балаканину і почни рухатися вперед""";"4"
"""Ви вмієте говорити довго, а результат — в нуль пиздецьовий. ой, який розумник.""";"5"
"""Твоя логіка така міцна… немов картонний будиночок.""";"5"
"""Я в шоці, ці срані москалі ще там щось можуть говорити? Я б глянула на них, якби їх так лагідно приголубили при мирному протесті!#суки""";"2"
"""Твоя шкіра сяє, як поліетиленовий пакет на сонці. ну прямо супер.""";"5"
"""Не дріботи педалями, сука, якщо твоя резина зношена""";"4"
"""Шлюб — це пиздецький мікс із романтики та побуту: перші місяці ти купаєшся в рожевому морі, а потім доля дає тобі лопатою по голові, коли ти забуваєш про те, що кохання — це не просто секс щовечора, а ще й збирання носків, миття посуду й вибачення за те, що вкрав ковдру. ну прямо відкриття.""";"5"
"""нє, ну це піздєц, таваріщі.""";"0"
"""бля, цей жах мені вночі насниться""";"0"
"""Ну як завжди, О, цей аромат з рота — справжня екзотична фіча для оточуючих.""";"5"
"""Бля, це ж треба було додуматись дати таке завдання ТЕХНІЧНОМУ перекладачеві?""";"1"
"""Дівчата, ніколи не ведіться на гарну мордашку.""";"0"
"""Твоє життя — мов стара книга: сторінки склеєні пилом забуття.""";"5"
"""Тільки подивись, написала подруга, шо знайомі в Хм віддають однорічного лабрадора дівчинку. причина - брали дітям бавитись, а тепер надоїло за нею дивитись. ахуєне развлічєніє живу скотину брати як цяцьку дітям і збувати нахєр, коли милий цуцик виростає в великого пса. і це вже 2ий пес в них. ппц""";"1"
"""Біля мене постійно кружляє муха, в зв'язку з чим маю питання: я гімно чи варення?""";"0"
"""-маєш тьолку? • Бісять нахуй. Я тут думаю як іспити скласти, а вони мене про дурне питають.""";"3"
"""Криптовалюти — це суцільний блядський казино: інвестори жонглюють своїми накопиченнями, наче шашликами на мангалі, сподіваючись виграти мільйон, але найчастіше отримують лише обвуглені залишки після обвалу курсу. та ще й як.""";"5"
"""Русняві фашисти, котрі не визнають юрисдикцію міжнародних судів кукарєкають з-під шконаря щодо міжнародних прав.https://twitter.com/izvestia_ru/status/808996628379992064 …""";"2"
"""напр., Вікіпедію, схоже, багато хто сприймає як майданчик для нац.пропаганди.. і у нас, і у москалів, і багато де, напевне, є такі тенденції""";"2"
"""Грета, твоя чесність б’є через край… у світ, який вже не в змозі її сприйняти.""";"5"
"""Якась фігня з нетом. Відкрила доступ на вайфай зі свого телу (моб. інет). Сиджу з моб.нету з планшу та ноута. Це піздєц, таваріщі і баста.""";"3"
"""Перестань робити з білорусів рабів — дай їм таке ж право, як у Лукашенка ніколи не було.""";"4"
"""Не лізь зі своєю маячнею, якщо нічого не вариш. Краще вчися, ніж скиглити.""";"4"
"""Підоре, я чекаю закінчення дії твого мандату сильніше, ніж в дитинстві чекав на новий рік. Ми ж обидва розуміємо, що якщо вам, проруснявим підстилкам, колаборантам не вдасться до того часу повалити владу, ви усим скопом присядете. І по строку давності не пройде & з'їбатись нікуди""";"2"
"""Закрий продажний рот про “миротворців”, поки ти сам не потонеш у крові своїх жертв""";"4"
"""Ти майстер створювати проблеми навіть там, де їх нема.""";"5"
"""Ви — кончене гівно в упаковці брехні.""";"1"
"""Твоє обговорення — як карнавал ідей без веселощів.""";"5"
"""Соціоблядь\*""";"3"
"""во мудаки :\ Ну, окей. Тоді просто туристом поїду. Сподіваюсь.""";"3"
"""Нахуй ти палиш Вона там завжди""";"4"
"""Пане Лукашенко, ваш «демократичний» шлях — як поїздка на каруселі без сидінь.""";"5"
"""Викличте хтось санітарів тим, хто думає, що комусь не похуй на їхню думку.""";"4"
"""Ви хуйня без сенсу й перспектив. і баста.""";"1"
"""це образно було,щодо вікон.це псевдопривід) насправді виключно,щоб розслабитись,але мене аж передьорнуло.пий вдома,не пий там""";"0"
"""Ви нікому не потрібні мотлох""";"1"
"""не знаю як з другим, але перше собі можна дозволяти))""";"0"
"""Ната ти стилю""";"0"
"""Я б їх тих всих з педіковського параду відправив на передову (с)  Які гєй-паради, коли в країні війна (с) і баста.""";"3"
"""повземо на другій передачі... зіма прішла нєожиданно, ага... маршруткі-черепашкі пасажири-ніндзя""";"2"
"""Ой, тільки не плач, Твої реформи, сука, настільки пусті, що навіть твій крик 'жити по-новому' здається м’яким пінгвіном.""";"5"
"""Обожнюю опцію mute в Тві. Не можеш себе стримати і строчиш мені хуйню, mute.""";"2"
"""Обісси собі їбло, мразь :3""";"4"
"""Майстер-клас по заспокоєнню людей від : не переживай, якщо там всі будуть дурніші за тебе, ти вигідно виділятимешся, а якщо всі будуть розумніші за тебе - легко мімікруєш. і баста.""";"3"
"""Припини козиряти колесами по тротуару, блядь, дай ходити людям.""";"4"
"""Розумний, скотина""";"1"
"""якщо голова може боліти від нервів, то тоді цю ніч я піздєц як нервувала. в мене так черепушка вже давно не розвалювалась(""";"0"
"""дякую!,""";"0"
"""Оце номер, Бідна Аня, має ту всю хрєнь читати)""";"3"
"""Ти уяви, і я ж про те. ця якась рагульна. на мобільному хромі вона ще куди не йшло, але на опері...""";"3"
"""Яка б хєрня не коїлась у тебе на роботі,вдома ти маєш бути спокійним.""";"0"
"""На лекціях у НАУ Wi-Fi горить яскравіше за індикатор пального в нашому ‘Боїнгу’. аж дивно, правда?""";"5"
"""Розповідаю пацану про сигарети тут підбігає тьолка і така ""а куріння взагалі то вбиває"" Да ладно, блядь""";"0"
"""Але ніхуя, пригоди тільки почались. Прийшовши до фортеці, перше, що я побачив, це свого обубльованого друга. Вйо відкачувати. Ахуєнно""";"0"
"""цього року - ще відкрите питання. Минулого віддавала в центр для нуждених біля Ленінградки. Позаминулого- переселенцям,""";"0"
"""Затули свою балаканину назавжди""";"4"
"""Серйозно, Твої думки — як зіпсований об’єктив: все розмите.""";"5"
"""Я: Випити б кави, але тепер я люблю її менше.""";"0"
"""зроблю замовлення і перевірю, кортить переконатися ;)""";"0"
"""Не люблю мати справу з людьми, які не дотримують своїх обіцянок""";"0"
"""з якими тільки довбойобами не зводило мене життя""";"1"
"""і це не випадок, що в цілому нормально, а сьогодні стоїть. Київ нахуй стоїть від краю до краю. День у день.""";"0"
"""Вони б і з дозволом не мацали.,""";"0"
"""... з дівчиною на роьоті в офісі сфоткав якийсь мудак і виклав в нет?""";"1"
"""я також охуїла як побачила,""";"0"
"""ІМХО оскільки давати хабарі це НЕ нормально (в будь-якій країні, навіть в Україні), тому все інше якраз нормально :)""";"0"
"""З твоїм йоблом?""";"1"
"""Єйййй, гори воно все хуйовим полум'ям. Як станеться, так буде.""";"3"
"""А ми свинособак з фестивалів випиздити не можемо гг""";"3"
"""Тітка запрошує завтра пальнути першу частину трьох іксів. Вурвурвур, вечір обіцяє бути шикарним ^^""";"0"
"""Треба карму почистити, а то реально якась хуйня. Хто знає, як чистять карму?""";"0"
"""І що тепер? В Києві Опілля 33 гривні літра. Пшли нахуй:/""";"3"
"""Хтось заглядав на ці карти? http://kot-ivanov.livejournal.com  ...шеф каже довгий час спостерігає...правдоподібні, хоч і малює їх якийсь москалик""";"2"
"""Ні, я не психолог. Дякую вам за підтримку. Ви праві, тут дійсно лише ігнор. Я вас теж прошу не втручатися. Дякую, що заступилися. На жаль, вашу переписку з дм теж виклали і всі намагаються стібатися зграєю. Це вляжеться, через якийсь час. Просто нам не по дорозі з ними.""";"0"
"""Ти заїбав, я ж сумую.""";"1"
"""Як же ж курва заєбато.""";"3"
"""Твої поради – як морозиво в спекотний день: швидко тануть.""";"5"
"""Чом по роках ти знову тут? Чому ж тепер з плачем кладеш в отой мурашник грудку цукру?!,""";"0"
"""Ловіть фоточку з Ліону в день фіналу ліги Європи.""";"0"
"""Твої ідеї світяться, як лампочка з обмеженим ресурсом.""";"5"
"""Затули свою балачнину і допомагай іншим. Бездіяльність тут карається.""";"4"
"""Тимошенко — майстерня сарказму: говорите «зміни», хоча все залишається по-старому.""";"5"
"""Пані,а підскажіть,будь ласка,де можна придбати помаду(окрім MakeUp)за пристойною ціною? Бо різниця в магазинах і на сайті понад 100грн((""";"0"
"""Ти чуєш, Заткни пельку й перестань видавати звуки""";"4"
"""@sofnesk @otvalitetrolli тому що жидобандерівський фашист, да. я ще й вікна відкриваю, бо жарко пздць.""";"2"
"""та мале,в нас різна економіка. в тебе нормальна.а в мене дебільна (с)""";"0"
"""От би тобі, Всі вони гамнюки, особливо оцей з ЛНУ""";"3"
"""та пиздец просто йду поплачу чи що""";"3"
